ANO,NM_DIRETORIA,NM_MUNICIPIO,CD_REDE_ENSINO,CD_ESCOLA,NM_COMPLETO_ESCOLA,CD_TP_IDENTIFICADOR,APR_1,REP_1,ABA_1,APR_2,REP_2,ABA_2,APR_3,REP_3,ABA_3
2019,BARRETOS,GUAIRA,1,22421,DALVA LELLIS GARCIA PRADO PROFA,8,0.0000,0.0000,0.0000,99.6400,0.3600,0.0000,98.0000,1.3300,0.6700
2019,BARRETOS,GUAIRA,1,22433,ZEZINHO PORTUGAL,8,0.0000,0.0000,0.0000,98.9900,0.5000,0.5100,96.3200,3.0700,0.6100
2019,BARRETOS,GUARACI,1,28095,JOSE ANTONIO SANTANA,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BARRETOS,JABORANDI,1,22287,ALEXANDRE DE AVILA BORGES,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BARRETOS,OLIMPIA,1,28022,NARCISO BERTOLINO CAPITAO,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BARRETOS,OLIMPIA,1,28034,ANITA COSTA DONA,8,0.0000,0.0000,0.0000,99.7800,0.2200,0.0000,98.6400,1.3600,0.0000
2019,BARRETOS,OLIMPIA,1,28046,WILQUEM MANOEL NEVES DOUTOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,99.5200,0.0000,0.4800
2019,BARRETOS,OLIMPIA,1,28061,MARIA UBALDINA DE BARROS FURQUIM PROFESSORA,8,0.0000,0.0000,0.0000,97.9900,2.0100,0.0000,96.7100,3.2900,0.0000
2019,BARRETOS,OLIMPIA,1,28071,ANTONIO AUGUSTO REIS NEVES DOUTOR,8,0.0000,0.0000,0.0000,99.0000,1.0000,0.0000,95.5600,2.9600,1.4800
2019,BARRETOS,OLIMPIA,1,28113,FRANCISCO BERNARDES FERREIRA COMENDADOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,97.7800,2.2200,0.0000
2019,BARRETOS,OLIMPIA,1,28125,ELOI LOPES FERRAZ DOUTOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BARRETOS,OLIMPIA,1,49712,DALVA VIEIRA ITAVO PROFESSORA,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BARRETOS,OLIMPIA,1,919664,ALZIRA TONELLI ZACCARELLI PROFESSORA,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BARRETOS,SEVERINIA,1,28137,JOSE MARCELINO DE ALMEIDA,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.9000,2.4800,0.6200
2019,BAURU,AGUDOS,1,7997,MANOEL GONCALVES PROF,8,0.0000,0.0000,0.0000,94.6400,4.6400,0.7200,96.3400,3.6600,0.0000
2019,BAURU,AGUDOS,1,25987,JOAO BATISTA DE AQUINO PE,8,0.0000,0.0000,0.0000,97.1200,2.8800,0.0000,96.3800,3.6200,0.0000
2019,BAURU,AGUDOS,1,26001,MARIA BATAGLIN DELAZARI,8,0.0000,0.0000,0.0000,98.5300,1.4700,0.0000,96.9700,0.0000,3.0300
2019,BAURU,AGUDOS,1,26037,JOAO BATISTA RIBEIRO,8,0.0000,0.0000,0.0000,94.0600,3.6200,2.3200,89.0500,6.2000,4.7500
2019,BAURU,AGUDOS,1,49670,FARID FAYAD PROF,8,0.0000,0.0000,0.0000,93.8100,5.6900,0.5000,91.3700,7.0600,1.5700
2019,BAURU,AGUDOS,1,905859,NILZA MARIA SANTAREM PASCHOAL PROFA,8,0.0000,0.0000,0.0000,98.3100,1.6900,0.0000,97.6700,2.3300,0.0000
2019,BAURU,AREALVA,1,25252,SEBASTIAO INOC ASSUMPCAO PROF,8,0.0000,0.0000,0.0000,95.3700,4.0900,0.5400,95.0400,3.3100,1.6500
2019,BAURU,AVAI,1,25264,ANIS DABUS DR,8,0.0000,0.0000,0.0000,99.5200,0.4800,0.0000,97.3500,2.6500,0.0000
2019,BAURU,AVAI,1,100110,ALDEIA KOPENOTI,10,94.4400,5.5600,0.0000,86.6700,6.6700,6.6600,0.0000,0.0000,0.0000
2019,BAURU,AVAI,1,100146,ALDEIA NIMUENDAJU,10,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,AVAI,1,100195,ALDEIA EKERUA,10,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,AVAI,1,100341,ALDEIA TEREGUA,10,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BALBINOS,1,26273,ANTONIO SANCHES LOPES,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,5898,JARDIM TANGARÁS,8,0.0000,0.0000,0.0000,81.4800,12.9600,5.5600,70.8100,18.9200,10.2700
2019,BAURU,BAURU,1,25161,FRAGA MAJOR,8,100.0000,0.0000,0.0000,99.1700,0.8300,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25173,PLINIO FERRAZ,8,0.0000,0.0000,0.0000,94.6000,4.3200,1.0800,91.3500,7.8900,0.7600
2019,BAURU,BAURU,1,25215,ANTONIO SERRALVO SOBRINHO PROF,8,98.9600,0.5900,0.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25227,ANTONIO XAVIER MENDONCA PROF,8,97.1200,2.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25239,AYRTON BUSCH PROF,8,100.0000,0.0000,0.0000,98.6500,1.1200,0.2300,98.5000,1.1300,0.3700
2019,BAURU,BAURU,1,25240,EDUARDO VELHO FILHO PROF,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25276,LUIZ ZUIANI DR,8,0.0000,0.0000,0.0000,99.1100,0.6700,0.2200,90.5200,8.6900,0.7900
2019,BAURU,BAURU,1,25288,SALVADOR FILARDI,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25297,STELA MACHADO,8,0.0000,0.0000,0.0000,91.3300,6.8100,1.8600,73.5100,17.6100,8.8800
2019,BAURU,BAURU,1,25306,TORQUATO MINHOTO,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25318,JOSE VIRANDA PROF,8,99.5400,0.4600,0.0000,96.3400,1.7400,1.9200,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25410,HENRIQUE BERTOLUCCI PROF,8,97.7900,2.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25434,LUIZ BRAGA PROF,8,99.1100,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25446,LUIZ CASTANHO DE ALMEIDA PROF,8,0.0000,0.0000,0.0000,95.8500,4.1500,0.0000,84.9400,9.2700,5.7900
2019,BAURU,BAURU,1,25458,MORAIS PACHECO PROF,8,0.0000,0.0000,0.0000,98.9200,0.8100,0.2700,92.7500,3.2500,4.0000
2019,BAURU,BAURU,1,25461,SILVERIO SAO JOAO PROF,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25471,ANA ROSA ZUICKER D'ANNUNZIATA PROFA,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25483,CAROLINA LOPES DE ALMEIDA PROFA,8,96.4300,3.0600,0.5100,89.5700,9.0000,1.4300,78.4500,15.5200,6.0300
2019,BAURU,BAURU,1,25495,MERCEDES PAZ BUENO PROFA,8,98.7700,1.2300,0.0000,99.8500,0.1500,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25501,VERA CAMPAGNANI PROFA,8,0.0000,0.0000,0.0000,98.6800,1.3200,0.0000,99.2300,0.7700,0.0000
2019,BAURU,BAURU,1,25513,JOAQUIM DE MICHIELI PROF,8,99.7600,0.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25525,JOSE APARECIDO GUEDES DE AZEVEDO PROF,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25537,ERNESTO MONTE,8,0.0000,0.0000,0.0000,93.9800,5.0600,0.9600,90.1900,9.5400,0.2700
2019,BAURU,BAURU,1,25549,GUIA LOPES,8,0.0000,0.0000,0.0000,95.5400,3.4100,1.0500,95.2500,2.7900,1.9600
2019,BAURU,BAURU,1,25562,JOAQUIM RODRIGUES MADUREIRA,8,99.0500,0.9500,0.0000,94.4300,3.4100,2.1600,85.9300,10.0000,4.0700
2019,BAURU,BAURU,1,25574,FRANCISCO ANTUNES PROF,8,99.1900,0.8100,0.0000,99.7000,0.3000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,25598,CHRISTINO CABRAL PROF,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.1900,1.9400,0.8700
2019,BAURU,BAURU,1,38003,IRACEMA DE CASTRO AMARANTE PROFA,8,97.5200,2.4800,0.0000,93.6600,4.3900,1.9500,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,40939,CARLOS CHAGAS DR,8,92.1500,7.2300,0.6200,86.5400,13.4600,0.0000,77.3900,22.2900,0.3200
2019,BAURU,BAURU,1,42936,ARMINDA SBRISSIA IRMA,8,0.0000,0.0000,0.0000,91.6400,6.6200,1.7400,86.3300,11.1300,2.5400
2019,BAURU,BAURU,1,43597,AZARIAS LEITE,8,0.0000,0.0000,0.0000,86.7600,10.9900,2.2500,73.3100,21.8000,4.8900
2019,BAURU,BAURU,1,44064,JOSE RANIERI PROF,8,98.2700,1.2300,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,49645,FRANCISCO ALVES BRIZOLA PROF,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,49657,JOAO MARINGONI,8,97.6100,1.9100,0.4800,90.8800,7.9400,1.1800,75.2400,21.9000,2.8600
2019,BAURU,BAURU,1,70634,SUELI APARECIDA SE ROSA PROFA,8,97.4400,2.5600,0.0000,91.0100,6.7400,2.2500,88.7900,5.6100,5.6000
2019,BAURU,BAURU,1,71161,SEBASTIANA VALDIRIA PEREIRA DA SILVA PROFA,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,441818,RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA,8,0.0000,0.0000,0.0000,98.6400,1.3600,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,462724,HENRIQUE ROCHA DE ANDRADE PROFESSOR,8,0.0000,0.0000,0.0000,92.0200,5.0400,2.9400,78.8600,9.1400,12.0000
2019,BAURU,BAURU,1,559477,CENTRO ATEND SOCIO-EDUC ADOLESCENTE DE BAURU - CI,34,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,559568,CENTRO ATEND SOCIO-EDUC ADOLESCENTE - DE BAURU - CI,34,0.0000,0.0000,0.0000,95.6500,4.3500,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,564928,CENTRO DE ATEND SOCIOEDUC AO ADOLESC NELSON MANDELA CI,34,100.0000,0.0000,0.0000,97.6200,2.3800,0.0000,100.0000,0.0000,0.0000
2019,BAURU,BAURU,1,565696,PROFA MARIA EUNICE BORGES DE MIRANDA REIS,8,0.0000,0.0000,0.0000,78.3400,14.5400,7.1200,55.1900,19.4800,25.3300
2019,BAURU,BAURU,1,900217,WALTER BARRETTO MELCHERT PROF,8,99.6900,0.0000,0.3100,94.1600,5.5000,0.3400,84.8800,12.2100,2.9100
2019,BAURU,BAURU,1,900229,DURVAL GUEDES DE AZEVEDO PROF,8,0.0000,0.0000,0.0000,79.7000,20.3000,0.0000,74.5600,25.0000,0.4400
2019,BAURU,BAURU,1,900990,ANTONIO GUEDES DE AZEVEDO PROF,8,0.0000,0.0000,0.0000,98.5000,1.2800,0.2200,98.3000,1.1300,0.5700
2019,BAURU,BAURU,1,901003,ANTONIO FERREIRA DE MENEZES VEREADOR,8,0.0000,0.0000,0.0000,89.6000,9.6000,0.8000,78.9500,19.7400,1.3100
2019,BAURU,BAURU,1,901015,EDISON BASTOS GASPARINI PREF,8,0.0000,0.0000,0.0000,97.0800,2.9200,0.0000,81.6000,18.4000,0.0000
2019,BAURU,BAURU,1,913765,LUIZ CARLOS GOMES,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,917655,JOAO SIMOES NETTO PROF,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,919019,ADA CARIANI AVALONE PROFA,8,96.9300,2.0500,1.0200,90.1300,8.5700,1.3000,80.9500,16.4000,2.6500
2019,BAURU,BAURU,1,919123,JOAO PEDRO FERNANDES,8,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,920484,MARTA APARECIDA HJERTQUIST BARBOSA PROFA,8,99.6700,0.3300,0.0000,96.4800,3.5200,0.0000,0.0000,0.0000,0.0000
2019,BAURU,BAURU,1,921373,MARIA APARECIDA MASCHIETTO OKAZAKI PROFESSORA,8,0.0000,0.0000,0.0000,91.0700,7.4100,1.5200,84.2600,9.8400,5.9000
2019,BAURU,BAURU,1,925263,ANTONIO JORGE LIMA PADRE,8,0.0000,0.0000,0.0000,89.9600,8.7900,1.2500,87.2600,11.3200,1.4200
2019,BAURU,CABRALIA PAULISTA,1,25324,RODOLFO MIRANDA SENADOR,8,0.0000,0.0000,0.0000,94.8200,5.1800,0.0000,88.0000,2.0000,10.0000
2019,BAURU,DUARTINA,1,25331,BENEDITO GEBARA,8,0.0000,0.0000,0.0000,97.0800,1.1200,1.8000,94.9300,0.3400,4.7300
2019,BAURU,IACANGA,1,25197,JORGE MATTAR PADRE,8,0.0000,0.0000,0.0000,92.0000,4.0000,4.0000,89.6700,6.0000,4.3300
2019,BAURU,LENCOIS PAULISTA,1,25896,VIRGILIO CAPOANI,8,0.0000,0.0000,0.0000,99.7100,0.2900,0.0000,96.7100,0.5300,2.7600
2019,BAURU,LENCOIS PAULISTA,1,25902,LEONINA ALVES CONEGLIAN PROFA,8,0.0000,0.0000,0.0000,95.7900,3.8300,0.3800,95.6300,4.3800,-0.0100
2019,BAURU,LENCOIS PAULISTA,1,25938,PAULO ZILLO DR,8,0.0000,0.0000,0.0000,99.3000,0.0000,0.7000,99.2500,0.0000,0.7500
2019,BAURU,LENCOIS PAULISTA,1,35841,ANTONIETA GRASSI MALATRASI PROFA,8,0.0000,0.0000,0.0000,88.1400,11.5400,0.3200,76.2400,19.8900,3.8700
2019,BAURU,LENCOIS PAULISTA,1,38064,RUBENS PIETRAROIA,8,0.0000,0.0000,0.0000,95.4400,2.4300,2.1300,92.2300,5.1800,2.5900
2019,BAURU,LENCOIS PAULISTA,1,49682,VERA BRAGA FRANCO GIACOMINI PROFA,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.6200,1.3800,0.0000
2019,BAURU,LUCIANOPOLIS,1,25203,CELIA PRIMO CALIL PROFA,8,0.0000,0.0000,0.0000,99.2100,0.7900,0.0000,98.7800,0.0000,1.2200
2019,BAURU,PAULISTANIA,1,25999,ARACY SANTINHO BARBERI PROFA,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,91.5300,5.0800,3.3900
2019,BAURU,PIRAJUI,1,26136,ALFREDO PUJOL DR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,99.7700,0.2300,0.0000
2019,BAURU,PIRAJUI,1,26487,MARIA ANGELICA MARCONDES PROFA,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BAURU,PIRATININGA,1,25367,EDUARDO VELHO FILHO PROF,8,0.0000,0.0000,0.0000,90.8700,7.9600,1.1700,85.3500,12.4200,2.2300
2019,BAURU,PRESIDENTE ALVES,1,44076,MARIA APARECIDA COIMBRA PROFA,8,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,96.7500,1.6300,1.6200
2019,BAURU,PRESIDENTE ALVES,1,903541,SETH DE ALMEIDA,8,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BAURU,REGINOPOLIS,1,25392,CARLOS CORREA VIANNA PROF,8,0.0000,0.0000,0.0000,97.8100,2.1900,0.0000,94.9400,2.8100,2.2500
2019,BAURU,UBIRAJARA,1,25409,FRANCISCO DE PAULA ABREU SODRE DR,8,0.0000,0.0000,0.0000,89.3300,6.6700,4.0000,71.6900,12.6500,15.6600
2019,BIRIGUI,BILAC,1,30235,ENZO BRUNO CARRAMASCHI PROFESSOR,8,0.0000,0.0000,0.0000,97.8300,1.8100,0.3600,98.7700,1.2300,0.0000
2019,BIRIGUI,BIRIGUI,1,30119,STELIO MACHADO LOUREIRO PROFESSOR,8,0.0000,0.0000,0.0000,98.4500,1.5500,0.0000,98.7000,1.3000,0.0000
2019,BIRIGUI,BIRIGUI,1,30120,CARLOS ROSA DOUTOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BIRIGUI,BIRIGUI,1,30259,VICENTE FELICIO PRIMO,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BIRIGUI,BIRIGUI,1,30272,REGINA VALARINI VIEIRA PROFA,8,0.0000,0.0000,0.0000,98.3300,0.8300,0.8400,87.7500,7.5000,4.7500
2019,BIRIGUI,BIRIGUI,1,43102,LYDIA HELENA FRANDSEN STUHR PROFESSORA,8,0.0000,0.0000,0.0000,99.8200,0.1800,0.0000,99.1500,0.8500,0.0000
2019,BIRIGUI,BIRIGUI,1,48562,IZABEL DE ALMEIDA MARIN PROFESSORA,8,0.0000,0.0000,0.0000,99.7900,0.2100,0.0000,100.0000,0.0000,0.0000
2019,BIRIGUI,BIRIGUI,1,446981,TEREZINHA LOT ZIN TELECO PROFESSORA,8,0.0000,0.0000,0.0000,92.5500,5.5900,1.8600,85.3100,9.4800,5.2100
2019,BIRIGUI,BIRIGUI,1,905926,RICARDO PERUZZO PROFESSOR,8,0.0000,0.0000,0.0000,99.3900,0.0000,0.6100,98.2500,0.8800,0.8700
2019,BIRIGUI,BIRIGUI,1,905938,HERMINIO CANTISANI PROFESSOR,8,0.0000,0.0000,0.0000,93.1100,5.9300,0.9600,84.7000,7.9900,7.3100
2019,BIRIGUI,BIRIGUI,1,913856,ESMERALDA MILANO MARONI PROFESSORA,8,0.0000,0.0000,0.0000,96.9500,1.9100,1.1400,94.1200,4.4100,1.4700
2019,BIRIGUI,BIRIGUI,1,917643,GERACINA DE MENEZES SANCHES PROFESSORA,8,0.0000,0.0000,0.0000,98.3100,1.6900,0.0000,94.8000,4.0500,1.1500
2019,BIRIGUI,BIRIGUI,1,923382,ANTONIO SALES OLIVEIRA PROFESSOR,8,0.0000,0.0000,0.0000,98.2700,1.4400,0.2900,97.1700,0.0000,2.8300
2019,BIRIGUI,BIRIGUI,1,924283,OLIVIA ANGELA FURLANI PROFESSORA,8,0.0000,0.0000,0.0000,99.1000,0.9000,0.0000,95.7100,4.2900,0.0000
2019,BIRIGUI,BREJO ALEGRE,1,30107,AGOSTINHO GRIGOLETO,8,0.0000,0.0000,0.0000,98.2600,1.7400,0.0000,94.5700,5.4300,0.0000
2019,BIRIGUI,BURITAMA,1,30132,ALVARO ALVIM,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,99.5500,0.4500,0.0000
2019,BIRIGUI,BURITAMA,1,30173,OSWALDO JANUZZI PROFESSOR,8,0.0000,0.0000,0.0000,99.0400,0.9600,0.0000,98.6700,1.3300,0.0000
2019,BIRIGUI,COROADOS,1,30260,JOSE MARIA DOS REIS DOUTOR,8,0.0000,0.0000,0.0000,99.1800,0.8200,0.0000,98.3500,1.6500,0.0000
2019,BIRIGUI,GABRIEL MONTEIRO,1,30211,ANTONIO KASSAWARA KATUTOK,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2019,BIRIGUI,GLICERIO,1,30181,MARIA MATHILDE CASTEIN CASTILHO PROFESSORA,8,0.0000,0.0000,0.0000,97.8800,2.1200,0.0000,100.0000,0.0000,0.0000
2019,BIRIGUI,LOURDES,1,30193,PIO ANTUNES DE FIGUEIREDO DOUTOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,98.6300,1.3700,0.0000
2019,BIRIGUI,PIACATU,1,30508,CINELZIA LORENCI MARONI PROFESSORA,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,98.9500,0.0000,1.0500
2019,BIRIGUI,TURIUBA,1,30247,OCTAVIANO CARDOSO,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,95.4500,4.5500,0.0000
2019,BOTUCATU,ANHEMBI,1,14746,VALENTIM DO AMARAL,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.9700,3.0300,0.0000
2019,BOTUCATU,AREIOPOLIS,1,14904,PEDRO AUGUSTO BARRETO PROF,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.6200,2.6800,3.7000
2019,BOTUCATU,BOFETE,1,14801,ANSELMO BERTONCINI,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.0200,5.9800,0.0000
2019,BOTUCATU,BOFETE,1,495311,NAERSON MIRANDA PROFESSOR,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019,BOTUCATU,BOTUCATU,1,14795,LUCIO ANTUNES DE SOUZA DOM,8,0.0000,0.0000,0.0000,93.6000,5.9100,0.4900,92.4400,7.5600,0.0000
2019,BOTUCATU,BOTUCATU,1,14825,CARDOSO DE ALMEIDA,8,0.0000,0.0000,0.0000,92.3900,5.7100,1.9000,80.8100,16.8700,2.3200
2019,BOTUCATU,BOTUCATU,1,14837,EUCLIDES DE CARVALHO CAMPOS PROF,8,0.0000,0.0000,0.0000,93.5600,3.3400,3.1000,79.5100,14.8800,5.6100
2019,BOTUCATU,BOTUCATU,1,14849,AMERICO VIRGINIO DOS SANTOS PROF,8,0.0000,0.0000,0.0000,96.9400,2.2200,0.8400,93.5300,5.8800,0.5900
2019,BOTUCATU,BOTUCATU,1,14850,JOAO QUEIROZ MARQUES PROF,8,0.0000,0.0000,0.0000,92.3700,5.2200,2.4100,88.7500,4.5800,6.6700
2019,BOTUCATU,BOTUCATU,1,14862,RAYMUNDO CINTRA PROF,8,0.0000,0.0000,0.0000,97.9600,2.0400,0.0000,98.8000,1.2000,0.0000
2019,BOTUCATU,BOTUCATU,1,14874,ARMANDO DE SALLES OLIVEIRA DR,8,0.0000,0.0000,0.0000,94.8600,4.5700,0.5700,91.9400,8.0600,0.0000
2019,BOTUCATU,BOTUCATU,1,14886,JOSE PEDRETTI NETTO PROF,8,0.0000,0.0000,0.0000,92.7100,5.7300,1.5600,79.8600,18.7100,1.4300
2019,BOTUCATU,BOTUCATU,1,14941,PEDRO TORRES PROF,8,0.0000,0.0000,0.0000,94.0300,5.4700,0.5000,92.2700,5.5200,2.2100
2019,BOTUCATU,BOTUCATU,1,65468,MANOEL PATRÍCIO DO NASCIMENTO PROFESSOR,8,0.0000,0.0000,0.0000,93.9200,1.1400,4.9400,84.2100,6.1400,9.6500
2019,BOTUCATU,BOTUCATU,1,296697,CENTRO ATEND SOCIO-EDUC AO ADOLESCENTE DE BOTUCATU - CI,34,100.0000,0.0000,0.0000,86.1100,13.8900,0.0000,85.7100,14.2900,0.0000
2019,BOTUCATU,BOTUCATU,1,900266,SOPHIA GABRIEL DE OLIVEIRA PROFA,8,0.0000,0.0000,0.0000,98.3300,0.0000,1.6700,96.6900,1.3200,1.9900
2019,BOTUCATU,BOTUCATU,1,917312,FRANCISCO GUEDELHA PROF,8,0.0000,0.0000,0.0000,84.2800,13.8400,1.8800,77.9800,17.4300,4.5900
2019,BOTUCATU,BOTUCATU,1,925755,ALVARO JOSE DE SOUZA,8,0.0000,0.0000,0.0000,84.3800,10.5100,5.1100,0.0000,0.0000,0.0000
2019,BOTUCATU,CESARIO LANGE,1,16718,ARISTEU VASCONCELLOS LEITE,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0700,9.6600,3.2700
2019,BOTUCATU,CONCHAS,1,14692,ANIZIO FERRAZ GODINHO PROF,8,0.0000,0.0000,0.0000,98.6500,0.6800,0.6700,90.3700,2.4600,7.1700
2019,BOTUCATU,ITATINGA,1,14448,DANUZIA DE SANTI PROFA,8,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,88.1200,6.6000,5.2800
2019,BOTUCATU,ITATINGA,1,910036,INAH LOPES DE OLIVEIRA MACEDO PROFA,8,0.0000,0.0000,0.0000,99.0000,1.0000,0.0000,90.0500,8.0600,1.8900
